"ADSL","balefarellanop","Balzar","","balbalbaltazar1-172.26.2.254","46","35","No","TP-Link TD-8811","D8:5D:4C:EB:CE:E0","10776101254","1","","172.26.2.47/24","192.168.1.1 / 24","","","","","B2/1",""
"ADSL","balefintr","Balzar","","balbalciruelos1-172.26.5.254","3","35","No","TP-Link TD-8811","D8:5D:4C:E4:38:04","10768500306","1","","172.26.5.4/24","192.168.1.1","","","","","Directo",""
"ADSL","balefpadi","Balzar","","balbalbaltazar3-172.26.2.252","","35","No","VisionNet M505N","F4:5F:F7:0B:0A:6A","50511010007451","1","","","10.0.0.2","","","","","C2/7",""
"ADSL","balegcamp","Balzar","","balbalbaltazar3-172.26.2.252","10","35","No","VisionNet M505N","F4:5F:F7:0A:D5:86","50511010007452","1","","172.26.2.107 /24","10.0.0.2","","","","","E1/5",""
"ADSL","balegviva","Balzar","","balbalbaltazar3-172.26.2.252","24","35","No","TP-Link TD-W8951ND","64:70:02:8E:67:B9","12693708830","4","","172.26.2.121/24","192.168.1.1 /24","","Revisado","Password","","E1/4",""
"ADSL","balegviva2","Balzar","","balbalbaltazar2-172.26.2.253","14","35","No","TP-Link TD-W8951ND","64:70:02:8E:67:7F","12693708829","1","","172.26.2.63/24","192.168.1.1 /24","","Revisado","Password","","E1/5",""
"ADSL","balehagua","Balzar","","balbal4deoctubre1-172.26.1.254","24","35","No","TP-Link TD-8817","F8:D1:11:2D:DC:6C","11973202246","1","","172.26.1.25/24","192.168.1.1 /24","","","","","D1/8",""
"ADSL","balejalvare","Balzar","","balbalbaltazar2-172.26.2.253","21","35","No","TP-Link TD-8811","F4:EC:38:B7:68:44","11487407112","1","","172.26.2.70 /24","192.168.1.1 /24","","","","","B2/7",""
"ADSL","balejmene","Balzar","","balbalbarrioco1-172.26.3.254","29","35","No","TP-Link TD-W8901G","F8:D1:11:7F:8B:B8","1190900733","2","","172.26.3.30/24","192.168.1.1 /24","","","","","B3/6",""
"ADSL","balejnavarr","Balzar","","balbal4deoctubre2-172.26.1.253","20","35","No","TP-Link TD-W8951ND","A0:F3:C1:85:73:8C","1279200011","1","","172.26.1.69/24","192.168.1.1/24","","","","","A1/7",""
"ADSL","balejpins","Balzar","","balbalbaltazar3-172.26.2.252","43","35","No","VisionNet M505N","F4:5F:F7:0B:94:C6","50511010003293","2","","172.26.2.142/24","10.0.0.2","","","","","Directo",""
"ADSL","balejvarasc","Balzar","","balbalmunicipio1-172.26.4.254","5","35","No","VisionNet M405","F4:5F:F7:06:7C:AD","40507100000246","2","","172.26.4.6 / 24","10.0.0.2","","","","","C3/4",""
"ADSL","balelmaciasv","Balzar","","balbal4deoctubre2-172.26.1.253","3","35","No","VisionNet M505N","F4:5F:F7:0B:0F:2E","50511010002662","2","","172.26.1.52/24","10.0.0.2","","","","","B1/7",""
"ADSL","balelortizm","Balzar","","balbalbaltazar2-172.26.2.253","10","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:CD","10005068426","2","","172.26.2.59 / 24","192.168.1.1 / 24","","","","","B3/1",""
"ADSL","balembrione","Balzar","","balbalbaltazar3-172.26.2.252","18","35","No","TP-Link TD-8811","F4:EC:38:B7:69:08","11487407111","1","","172.26.2.115 /24","192.168.1.1","","","","","C2/3",""
"ADSL","balemburg","Balzar","","balbal4deoctubre2-172.26.1.253","32","35","No","TP-Link TD-8811","F4:EC:38:B7:66:A2","11487407117","1","","172.26.1.81/24","192.168.1.1 /24","","","","","Directo",""
"ADSL","balepgarciag","Balzar","","balbalbaltazar1-172.26.2.254","3","35","No","TP-Link TD-W8951ND","A0:F3:C1:85:73:3A","1279200015","2","","172.26.2.4/24","192.168.1.1/24","","","","","B2/6",""
"ADSL","balepleonu_m","Balzar","","balbalbaltazar1-172.26.2.254","35","35","No","Zyxel P-660R-T1","40:4A:03:B4:8D:FD","10015028283","2","","172.26.2.166/24","192.168.1.1 /24","","Revisado","Password","","DIRECTO",""
"ADSL","balepmari","Balzar","","balbalbaltazar3-172.26.2.252","10","35","No","TP-Link TD-8817","F4:EC:38:9C:64:A4","11586419002","2","","172.26.2.107/24","192.168.1.1 /24","","","","","A1/6",""
"ADSL","balepmarinb","Balzar","","balbalbaltazar2-172.26.2.253","1","35","No","Zhone 6211","00:01:38:B4:7E:22","8256693","2","","172.26.2.50 / 24","192.168.1.1 / 24","","","","","A1/6",""
"ADSL","balepmarinb2","Balzar","","balbalciruelos1-172.26.5.254","5","35","No","TP-Link TD-8811","D8:5D:4C:DD:32:99","10684413248","1","","172.26.5.6 /24","192.168.1.1 /24","","","","","B2/1",""
"ADSL","balessant","Balzar","","balbal4deoctubre2-172.26.1.253","5","35","No","TP-Link TD-8811","D8:5D:4C:E4:37:EE","10768500308","1","","172.26.1.54 / 24","192.168.1.1","","","","","C2/1",""
"ADSL","baletsellanr","Balzar","","balbal4deoctubre2-172.26.1.253","22","35","No","TP-Link TD-8811","F4:EC:38:B7:69:1C","11487407126","1","","172.26.1.71 / 24","192.168.1.1","","","","","C2/9",""
"ADSL","balfaalci","Balzar","","balbalbaltazar3-172.26.2.252","","35","No","VisionNet M404","F4:5F:F7:0B:D8:F4","40402110000913","2",""," /24","10.0.0.2","","","","","C1/8",""
"ADSL","balfcjord_m","Balzar","","balbalmunicipio1-172.26.4.254","47","35","No","TP-Link TD-W8901G","F8:D1:11:59:D7:CE","1194904583","1","","172.26.4.48/24","192.168.1.1/24","","Revisado","Nat","","A3/6",""
"ADSL","balfdelga_m","Balzar","","balbal4deoctubre2-172.26.1.253","38","35","No","TP-Link TD-W8951ND","90:F6:52:BA:CE:6F","12482602219","3","","172.26.1.87/24","192.168.1.1 /24","","Revisado","Password","","DIRECTO",""
"ADSL","balfgasenci","Balzar","","balbal4deoctubre2-172.26.1.253","12","35","No","VisionNet M505N","F4:5F:F7:0B:14:9C","50511010006539","2","","172.26.1.61 / 24","10.0.0.2","","","","","Directo",""
"ADSL","balfgbrio_m","Balzar","","balbal4deoctubre1-172.26.1.254","27","35","No","TP-Link TD-8817","64:70:02:C7:97:1D","1272300099","1","","172.26.1.28/24","192.168.1.1/24","","Revisado","Nat","","B1/8",""
"ADSL","balfgmoreirac","Balzar","","balbalbaltazar2-172.26.2.253","18","35","No","TP-Link TD-8811","D8:5D:4C:F1:56:60","10781210184","1","","172.26.2.67 / 24","192.168.1.1 / 24","","","","","B3 / 9",""
"ADSL","balfhrivadeneir","Balzar","","balbal4deoctubre3-172.26.1.252","2","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:0B","10005068236","2","","172.26.1.161/24","192.168.1.1 /24","","","","","A2/3",""
"ADSL","balfjalcivarc","Balzar","","balbal4deoctubre1-172.26.1.254","4","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:CA","10005068427","2","","172.26.1.5/24","192.168.1.1 / 24","","","","","Directo",""
"ADSL","balfjbust","Balzar","","balbalbaltazar3-172.26.2.252","17","35","No","TP-Link TD-8811","D8:5D:4C:E4:37:DA","10768500311","2","","172.26.2.114 /24","192.168.1.1 /24","","","","","Directo",""
"ADSL","balfjplaz","Balzar","","balbal4deoctubre1-172.26.1.254","35","35","No","TP-Link TD-8840","D8:5D:4C:F2:3A:D7","10782703261","1","","172.26.1.36/24","192.168.1.1","","","","","A2/4",""
"ADSL","balfmesme_m","Balzar","","balbal4deoctubre3-172.26.1.252","12","35","No","TP-Link TD-W8901G","90:F6:52:BA:CE:74","12482602215","1","","172.26.1.171/24","192.168.1.1 /24","","","","","C1/7",""
"ADSL","balfmmaci","Balzar","","balbalmunicipio1-172.26.4.254","27","35","No","VisionNet M404","F4:5F:F7:0B:D8:C4","40402110000920","1","","172.26.4.29 /24","10.0.0.2","","","","","A3/8",""
"ADSL","balfmmaqu","Balzar","","balbal4deoctubre2-172.26.1.253","39","35","No","TP-Link TD-8811","F8:D1:11:2D:DB:DA","11973201974","1","","172.26.1.88/24","192.168.1.1 /24","","","","","B3/3",""
"ADSL","balfmrome_m","Balzar","","balbalbaltazar3-172.26.2.252","37","35","No","TP-Link TD-8811","F8:D1:11:2D:DD:A7","11973202242","1","","172.26.2.136 /24","192.168.1.1 /24","","Revisado","Password","","D3/2",""
"ADSL","balfnloorb","Balzar","","balbalbaltazar2-172.26.2.253","23","35","No","TP-Link TD-8811","D8:5D:4C:DD:32:9B","10684413257","2","","172.26.2.72 / 24","192.168.1.1 / 24","","","","","A3 / 10",""
"ADSL","balfrchan","Balzar","","balbal4deoctubre1-172.26.1.254","2","35","No","TP-Link TD-8817","F8:D1:11:2B:18:6B","11969008649","3","","","192.168.1.1 /24","","","","","A1/10",""
"ADSL","balgadelg_m","Balzar","","balbalbaltazar1-172.26.2.254","37","35","No","TP-Link TD-8817","64:70:02:C7:A9:10","1272300094","1","","172.26.2.38/24","192.168.1.1/24","","Revisado","Nat","","C1/6",""
"ADSL","balgamoreir","Balzar","","balbal4deoctubre2-172.26.1.253","17","35","No","VisionNet M505N","F4:5F:F7:0B:D0:1C","50511010007101","2","","172.26.1.66 / 24","10.0.0.2","","","","","C3/1",""
"ADSL","balgapera","Balzar","","balbalmunicipio1-172.26.4.254","23","35","No","Zyxel P-660R-T1","40:4A:03:B4:8E:0B","10015028290","2","","172.26.4.24/24","192.168.1.1 /24","","","","","A3/7",""
"ADSL","balgaplua","Balzar","","balbal4deoctubre2-172.26.1.253","24","35","No","TP-Link TD-W8901G","F8:D1:11:8B:24:AE","1167306183","1","","172.26.128.25/24","192.168.1.1 /24","","Revisado","Sin gestión remota","","B1/7",""
"ADSL","balgasaverioc","Balzar","","balbalbarrioco1-172.26.3.254","17","35","No","TP-Link TD-8811","D8:5D:4C:DD:1A:47","10684406587","1","","172.26.3.18/24","192.168.1.1 / 24","","","","","A2 / 5",""
"ADSL","balgdpenav","Balzar","","balbalbaltazar2-172.26.2.253","42","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:C9","10005068425","1","","172.26.2.91 / 24","192.168.1.1 / 24","","","","","D1/2",""
"ADSL","balgdplac","Balzar","","balbalmunicipio1-172.26.4.254","30","35","No","TP-Link TD-W8901G","F8:D1:11:59:DB:26","1194904588","2","","172.26.4.32/24","192.168.1.1 /24","","","","","Directo",""
"ADSL","balgdplac_m","Balzar","","balbalmunicipio1-172.26.4.254","45","35","No","TP-Link TD-W8951ND","A0:F3:C1:85:72:FF","1279200009","1","","172.26.4.46/24","192.168.1.1/24","","Revisado","Nat","","DIRECTO",""
"ADSL","balgeherr","Balzar","","balbal4deoctubre2-172.26.1.253","37","35","No","TP-Link TD-8811","F8:D1:11:2D:DD:91","11973202235","1","","172.26.1.86/24","192.168.1.1/24","","","","","B1/3",""
"ADSL","balgemerah","Balzar","","balbalbarrioco1-172.26.3.254","14","35","No","TP-Link TD-8811","D8:5D:4C:EC:03:9B","10684406591","5","","172.26.130.2 / 24","192.168.1.1 / 24","","","","","A2 / 9",""
"ADSL","balgiloorc","Balzar","","","","","No","VisionNet M404","F4:5F:F7:0A:F5:70","50511010004762","1","","","","","","","","",""
"ADSL","balgivill","Balzar","","balbalbaltazar3-172.26.2.252","13","35","No","TP-Link TD-8811","D8:5D:4C:E4:3A:34","10768500319","2","","172.26.2.110 /24","192.168.1.1","","","","","Directo",""
"ADSL","balgivillafuert","Balzar","","balbalbaltazar2-172.26.2.253","35","35","No","TP-Link TD-8811","D8:5D:4C:DD:33:CD","10684413241","1","","172.26.2.84 / 24","192.168.1.1 / 24","","","","","Directo",""
"ADSL","balgjmari","Balzar","","balbal4deoctubre3-172.26.1.252","6","35","No","TP-Link TD-W8901G","F8:D1:11:95:3B:29","1178194128","1","","172.26.1.165/24","192.168.1.1 /24","","","","","Directo",""
"ADSL","balgkarcee","Balzar","","balbalbaltazar1-172.26.2.254","","35","No","TP-Link TD-8840","D8:5D:4C:F2:3A:CC","10782703263","1","","","192.168.1.1","","","","","Directo",""
"ADSL","balgmbrio","Balzar","","balbal4deoctubre1-172.26.1.254","47","35","No","TP-Link TD-8811","D8:5D:4C:F2:3A:D0","10782703268","2","","172.26.1.48/24","192.168.1.1","","","","","A3/2",""
"ADSL","balgmmendozab","Balzar","","balbalbaltazar1-172.26.2.254","","35","No","","40:4A:03:A4:68:52","","","","","","","","","","Directo",""
"ADSL","balgmurin","Balzar","","balbalciruelos1-172.26.5.254","6","35","No","TP-Link TD-W8901G","F8:D1:11:8B:24:3B","116736196","2","","172.26.5.7/24","192.168.1.1 /24","","","","","B2/2",""
"ADSL","balgomorochoc","Balzar","","balbalbaltazar1-172.26.2.254","24","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:BC","10005068418","1","","172.26.2.25/24","192.168.1.1 / 24","","","","","A3/5",""
"ADSL","balgrgamboav","Balzar","","balbalbaltazar2-172.26.2.253","","35","No","Zhone 6211","00:01:38:B4:73:82","8255333","1","","","192.168.1.1 / 24","","","","","C2 / 10",""
"ADSL","balgrgomezb","Balzar","","balbalbaltazar1-172.26.2.254","18","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:DE","10005068417","1","","172.26.2.19 / 24","192.168.1.1 / 24","","","","","A2/9",""
"ADSL","balgrlopezv","Balzar","","balbalbaltazar1-172.26.2.254","17","35","No","Zyxel P-660R-T1","40:4A:03:A4:68:2F","10005068272","1","","172.26.2.18/24","192.168.1.1/24","","Revisado","Nat","","C1/1",""
"ADSL","balgrtriv","Balzar","","balbalbarrioco1-172.26.3.254","29","35","No","TP-Link TD-8811","F8:D1:11:8B:24:11","1167306200","2","","","192.168.1.1","","","","","Directo",""
"ADSL","balgsalvarado","Balzar","","balbal4deoctubre2-172.26.1.253","10","35","No","VisionNet M505N","F4:5F:F7:0B:23:A6","50511010006532","2","","172.26.1.59/24","10.0.0.2","","","","","C2/5",""
"ADSL","balgtcarb","Balzar","","balbal4deoctubre1-172.26.1.254","14","35","No","Zyxel P-660R-T1","00:23:F8:C6:EC:E3","901042017861","2","","172.26.1.15 / 24","192.168.1.1 /24","","","","","A1/4",""
"ADSL","balgwtriv","Balzar","","balbalmunicipio1-172.26.4.254","40","35","No","TP-Link TD-W8951ND","64:70:02:8E:67:83","12693708838","2","","172.26.4.42/24","192.168.1.1 /24","","Revisado","Sin Password","","Directo",""
"ADSL","balgyburg","Balzar","","balbalbaltazar1-172.26.2.254","16","35","No","TP-Link TD-W8951ND","90:F6:52:BA:CE:B0","12482602217","1","","172.26.2.17/24","192.168.1.1 /24","","","","","E2/6",""
"ADSL","balhaalciva","Balzar","","balbalmunicipio1-172.26.4.254","12","35","No","VisionNet M505N","F4:5F:F7:0B:23:D8","50511010006540","2","","172.26.4.13/24","10.0.0.2","","","","","C3/7",""
"ADSL","balhaaria","Balzar","","","","","No","TP-Link TD-8817","F8:D1:11:2D:DA:C3","11973201790","2","","","","","","","","",""
"ADSL","balhaordonezr","Balzar","","balbal4deoctubre1-172.26.1.254","5","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:BE","10005068412","2","","172.26.1.6/24","192.168.1.1 / 24","","","","","A2 / 2",""
"ADSL","balhbburgosm","Balzar","","balbal4deoctubre1-172.26.1.254","30","35","No","TP-Link TD-8811","D8:5D:4C:F1:56:B8","10781210188","1","","172.26.1.31/24","192.168.1.1 / 24","","","","","A3 / 4",""
"ADSL","balhfoliv","Balzar","","balbalbarrioco1-172.26.3.254","","35","No","Zyxel P-660R-T1","40:4A:03:A4:6B:F5","10005068238","2","","","192.168.1.1 /24","","","","","A1/1",""
"ADSL","balhjpizas","Balzar","","balbal4deoctubre2-172.26.1.253","40","35","No","TP-Link TD-W8951ND","64:70:02:8E:65:98","12693708529","1","","172.26.1.185/24","192.168.1.1/24","","","","","C1/4",""
"ADSL","balhoromo","Balzar","","balbalbaltazar3-172.26.2.252","30","35","No","TP-Link TD-W8901G","F8:D1:11:8B:24:6B","1167306185","2","","172.26.2.129/24","192.168.1.1 /24","","","","","A3/4",""
"ADSL","balhpmoro","Balzar","","balbal4deoctubre1-172.26.1.254","48","35","No","TP-Link TD-8811","F8:D1:11:8B:24:64","1167306197","2","","172.26.1.49/24","192.168.1.1 /24","","","","","C1/3",""
"ADSL","balhssanc","Balzar","","balbal4deoctubre2-172.26.1.253","19","35","No","TP-Link TD-8811","F4:EC:38:B7:69:36","11487407127","1","","172.26.1.68 / 24","192.168.1.1 /24","","","","","A3/10",""
"ADSL","balhvlaraz","Balzar","","balbal4deoctubre2-172.26.1.253","29","35","No","TP-Link TD-8811","F4:EC:38:EA:71:90","1145101821","2","","172.26.1.78/24","192.168.1.1 /24","","","","","C3/4",""
"ADSL","baliahasings","Balzar","","balbal4deoctubre1-172.26.1.254","38","35","No","VisionNet M404","F4:5F:F7:0B:D9:00","40402110000911","1","","172.26.1.46 / 24","10.0.0.2 / 24","","","","","Directo",""
"ADSL","baliamedi","Balzar","","balbalbaltazar3-172.26.2.252","7","35","No","VisionNet M505N","F4:5F:F7:0B:A0:F6","50511010007456","1","","","10.0.0.2","","","","","Directo",""
"ADSL","baliccede","Balzar","","balbalbaltazar1-172.26.2.254","30","35","No","TP-Link TD-W8951ND","90:F6:52:BA:CE:AD","12482602210","2","","172.26.2.31 / 24","192.168.1.1 /24","","","","","A1/7",""
"ADSL","balicguevaram","Balzar","","balbalbaltazar1-172.26.2.254","41","35","No","TP-Link TD-8811","D8:5D:4C:ED:CF:A8","10776101241","1","","172.26.2.42 / 24","192.168.1.1 / 24","","","","","C3/9",""
"ADSL","balicurin","Balzar","","balbalmunicipio1-172.26.4.254","9","35","No","TP-Link TD-8811","D8:5D:4C:F2:3A:CE","10782703270","1","","172.26.4.10 / 24","192.168.1.1","","","","","A3/8",""
"ADSL","balijalav","Balzar","","balbalbaltazar3-172.26.2.252","17","35","No","TP-Link TD-W8951ND","90:F6:52:BA:CE:B3","12482602214","2","","172.26.2.114/24","192.168.1.1 /24","","","","","A1/1",""
"ADSL","balilherr","Balzar","","balbalbaltazar1-172.26.2.254","25","35","No","TP-Link TD-8817","F8:D1:11:2D:DA:C8","11973201791","1","","172.26.2.26/24","192.168.1.1 /24","","","","","A3/6",""
"ADSL","balimcast","Balzar","","balbalmunicipio1-172.26.4.254","2","35","No","Zyxel P-660R-T1","00:23:F8:C6:F2:0B","9042019621","2","","172.26.4.26 /24","192.168.1.1 /24","","","","","",""
"ADSL","balimmarinv","Balzar","","balbalbarrioco1-172.26.3.254","43","35","No","TP-Link TD-8811","F4:EC:38:B7:69:4E","11487407136","1","","172.26.3.44/24","192.168.1.1","","","","","Directo",""
"ADSL","baliptrivinor","Balzar","","balbalbarrioco1-172.26.3.254","1","35","No","TP-Link TD-8811","D8:5D:4C:EB:CE:F0","10776101760","1","","172.26.3.2 / 24","192.168.1.1 / 24","","","","","A3/2",""
"ADSL","balircastroe","Balzar","","balbal4deoctubre1-172.26.1.254","","35","No","TP-Link TD-8811","D8:5D:4C:DD:32:97","10684413245","1","","","192.168.1.1 / 24","","","","","A2/10",""
"ADSL","baliruizb","Balzar","","balbalbarrioco1-172.26.3.254","19","35","No","TP-Link TD-8811","D8:5D:4C:DD:03:A6","10684406596","1","","172.26.3.20/24","192.168.1.1 / 24","","","","","Directo",""
"ADSL","baliszala","Balzar","","balbalbarrioco1-172.26.3.254","4","35","No","TP-Link TD-8811","F4:EC:38:B7:69:66","11487407140","2","","172.26.3.5/24","192.168.1.1 /24","","","","","A1/6",""
"ADSL","balivgomezr2","Balzar","","balbalbaltazar2-172.26.2.253","8","35","No","Zhone 6211","00:01:38:D2:21:0A","8265934","1","","172.26.2.57 / 24","192.168.1.1 / 24","","","","","D3/2",""
"ADSL","balizaran_m","Balzar","","balbal4deoctubre1-172.26.1.254","34","35","No","TP-Link TD-W8951ND","A0:F3:C1:85:73:44","1279200005","3","","172.26.1.35/24","192.168.1.1/24","","Revisado","Password","","DIRECTO",""
"ADSL","baljaaranaa","Balzar","","balbalbaltazar1-172.26.2.254","14","35","No","TP-Link TD-8811","F4:EC:38:B7:69:5A","11487407137","2","","172.26.2.15 / 24","192.168.1.1","","","","","C3/9",""
"ADSL","baljaaranac","Balzar","","balbalbaltazar3-172.26.2.252","29","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:BD","10005068421","1","","172.26.2.128 /24","","","","","","C3/1",""
"ADSL","baljachil","Balzar","","balbalbaltazar3-172.26.2.252","42","35","No","TP-Link TD-8811","F4:EC:38:B7:68:0A","11487407131","2","","172.26.2.141/24","192.168.1.1 /24","","Revisado","Password","","DIRECTO",""
"ADSL","baljagarciac","Balzar","","balbal4deoctubre1-172.26.1.254","3","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:C7","10005068428","1","","172.26.1.4/24","192.168.1.1 / 24","","","","","Directo",""
"ADSL","baljalaraz","Balzar","","balbalbaltazar1-172.26.2.254","44","35","No","Zyxel P-660R-T1","40:4A:03:A4:6C:C1","10005068430","2","","172.26.2.45/24","192.168.1.1 / 24","","","","","C3/6",""
"ADSL","baljamaci_m","Balzar","","balbal4deoctubre1-172.26.1.254","2","35","No","TP-Link TD-W8951ND","64:70:02:8E:67:7F","12693708829","1","","172.26.1.3 /24","192.168.1.1 /24","","Revisado","Password","","Directo",""
"ADSL","baljamora","Balzar","","balbalbaltazar3-172.26.2.252","39","35","No","TP-Link TD-W8901G","F8:D1:11:59:DA:E9","1194904592","2","","172.26.2.138 /24","192.168.1.1 /24","","","","","E2/8",""
"ADSL","baljareyesb","Balzar","","balbalbaltazar2-172.26.2.253","39","35","No","VisionNet M404","F4:5F:F7:06:75:87","40507100001079","2","","172.26.2.88/24","10.0.0.2 / 24","","","","","",""
"ADSL","baljarizog","Balzar","","balbal4deoctubre2-172.26.1.253","4","35","No","VisionNet M404","F4:5F:F7:06:7C:A1","40507100000249","1","","172.26.1.53/24","10.0.0.2","","","","","B2/8",""
"ADSL","baljasant","Balzar","","balbal4deoctubre1-172.26.1.254","","35","No","TP-Link TD-8811","D8:5D:4C:DD:03:80","10684406590","2","","","192.168.1.1 /24","","","","","C2/9",""
"ADSL","baljasuarezp","Balzar","","balbal4deoctubre2-172.26.1.253","23","35","No","TP-Link TD-8811","F4:EC:38:B7:68:F8","11487407128","1","","172.26.1.72/24","192.168.1.1","","","","","Directo",""
"ADSL","baljatravezc","Balzar","","balbalbarrioco1-172.26.3.254","48","35","No","VisionNet M404","F4:5F:F7:06:6C:78","40507100000243","1","","172.26.3.49/24","10.0.0.2/24","","","","","",""
"ADSL","baljazamb","Balzar","","balbalbarrioco2-172.26.3.253","1","35","No","TP-Link TD-8817","F4:EC:38:9C:64:B1","11586419018","2","","172.26.3.50 /24","192.168.1.1 /24","","","","","A3/2",""
